date,au_na,au_sa,au_eu,au_af,au_as,au_au,au_ww
2017-11-15,2524,1933,297,101,2925,2199,9979
2017-11-16,2866,1599,581,242,2712,1836,9836
2017-11-17,3187,2225,201,233,2224,1686,9756
2017-11-18,2573,2257,634,459,2147,1552,9622
2017-11-19,2755,1210,563,469,3080,1626,9703
2017-11-20,2975,2458,260,132,2234,1830,9889
2017-11-21,2852,1937,464,383,1860,2361,9857
2017-11-22,3160,1746,411,179,2606,1730,9832
2017-11-23,2510,1172,620,426,3573,1593,9894
2017-11-24,3309,2470,385,356,1275,2312,10107
2017-11-25,2457,1089,201,366,4008,1626,9747
2017-11-26,2855,1073,192,104,3110,2170,9504
2017-11-27,2785,1940,225,117,2968,1472,9507
2017-11-28,3030,1148,217,209,2954,1800,9358
2017-11-29,3198,1118,406,361,2492,1942,9517
2017-11-30,2356,1082,461,297,2670,1276,8142
2017-12-01,2784,1259,587,163,2536,1535,8864
2017-12-02,3068,1354,324,282,2605,1372,9005
2017-12-03,2636,1540,419,171,2496,1744,9006
2017-12-04,2417,2153,435,414,1733,2192,9344
2017-12-05,2619,2290,565,425,1324,1986,9209
2017-12-06,3092,1569,437,443,1506,2341,9388
2017-12-07,3194,971,215,192,3038,1713,9323
2017-12-08,3207,1991,420,361,1973,1448,9400
2017-12-09,3184,1210,530,157,2177,2012,9270
2017-12-10,3339,975,276,177,3197,1734,9698
2017-12-11,3532,2476,528,381,1550,1819,10286
2017-12-12,2943,2275,657,222,2283,1727,10107
2017-12-13,2932,1193,216,256,3378,2250,10225
2017-12-14,3196,1194,621,387,3390,1846,10634
2017-12-15,3030,1090,695,173,4067,1768,10823
2017-12-16,3574,1998,567,115,2574,1996,10824
2017-12-17,3415,1993,440,136,2664,2594,11242
2017-12-18,4101,1238,548,411,3491,1933,11722
2017-12-19,3245,2037,432,558,2999,2053,11324
2017-12-20,3485,2956,277,418,3092,2199,12427
2017-12-21,3133,1884,412,597,3285,2950,12261
2017-12-22,3915,2853,746,142,2265,2439,12360
2017-12-23,3867,2420,346,159,3511,2000,12303
2017-12-24,3811,2737,823,345,2718,2448,12882
2017-12-25,4451,3111,441,530,1375,2980,12888
2017-12-26,3186,2528,366,136,3955,2272,12443
2017-12-27,4160,2022,590,585,2976,1893,12226
2017-12-28,4165,2918,861,571,884,3027,12426
2017-12-29,3709,1686,644,134,3204,2804,12181
2017-12-30,3392,1380,324,265,4597,1945,11903
2017-12-31,3164,2447,350,324,3718,2103,12106
2018-01-01,4364,2700,794,499,2054,2162,12573
2018-01-02,3179,2425,732,456,3653,1911,12356
2018-01-03,3856,1944,419,198,3110,1958,11485
2018-01-04,4088,1826,286,197,3447,2385,12229
2018-01-05,3873,1798,608,133,4539,2109,13060
2018-01-06,4122,2457,266,600,2493,2922,12860
2018-01-07,4051,3356,723,325,2132,3075,13662
2018-01-08,4037,2506,967,332,3830,2378,14050
2018-01-09,4261,1447,649,480,3724,2718,13279
2018-01-10,4183,1996,884,258,3128,3106,13555
2018-01-11,3938,1739,367,675,3925,3332,13976
2018-01-12,4669,1589,882,555,2759,3064,13518
2018-01-13,4432,2045,871,193,3356,2809,13706
2018-01-14,3640,2576,511,587,3649,2489,13452
2018-01-15,4227,1953,1008,246,4234,3035,14703
2018-01-16,4071,2735,380,274,4526,2137,14123
2018-01-17,4927,1821,653,417,3491,2947,14256
2018-01-18,4967,2094,478,715,2981,3673,14908
2018-01-19,4476,3725,1050,295,2529,3086,15161
2018-01-20,4788,3226,443,158,2909,3493,15017
2018-01-21,5227,2990,1062,394,2400,3818,15891
2018-01-22,4645,3277,1057,767,2539,3768,16053
2018-01-23,4280,3034,665,553,4175,2449,15156
2018-01-24,3911,3001,306,312,4458,2435,14423
2018-01-25,4370,1465,466,705,4600,2660,14266
2018-01-26,4583,3308,823,572,2339,2160,13785
2018-01-27,3941,3163,847,350,2828,2908,14037
2018-01-28,3951,3267,938,653,2724,3116,14649
2018-01-29,4313,1590,989,355,4304,3652,15203
2018-01-30,4289,2123,980,376,4111,2772,14651
2018-01-31,3906,1724,1013,258,4945,2667,14513
2018-02-01,3570,1602,909,181,5652,2290,14204
2018-02-02,4950,3377,728,598,1740,2852,14245
2018-02-03,4830,3311,292,181,3146,2308,14068
2018-02-04,3641,2092,557,523,4356,3381,14550
2018-02-05,4150,2211,977,610,3886,3437,15271
2018-02-06,5079,2701,667,386,2945,3041,14819
2018-02-07,4648,3425,346,379,2811,2541,14150
2018-02-08,3978,2135,502,270,3807,2824,13516
2018-02-09,3366,1669,393,188,5319,2329,13264
2018-02-10,4506,1713,399,320,4576,2623,14137
2018-02-11,4026,2295,951,351,4480,2710,14813
2018-02-12,5349,1779,411,258,3769,3731,15297
2018-02-13,3987,2392,404,519,4461,2694,14457
2018-02-14,4106,2688,581,717,4197,2174,14463
2018-02-15,3911,3282,333,396,3221,3543,14686
2018-02-16,4319,2944,988,415,4073,2804,15543
2018-02-17,4896,3698,705,310,2671,3309,15589
2018-02-18,4733,2056,980,272,5506,2623,16170
2018-02-19,5636,3757,576,533,2759,3466,16727
2018-02-20,4428,2643,928,784,4179,2944,15906
2018-02-21,4925,2834,603,232,4312,2758,15664
2018-02-22,4353,2137,626,550,5519,2984,16169
2018-02-23,4049,3977,792,730,3691,2840,16079
2018-02-24,4834,2808,1066,301,2859,3866,15734
2018-02-25,4687,2123,670,272,5649,2665,16066
2018-02-26,5078,2408,735,685,4896,3240,17042
2018-02-27,4788,2766,818,184,4653,2715,15924
2018-02-28,5387,2374,701,361,3962,3091,15876
2018-03-01,4289,3847,480,645,3479,3228,15968
2018-03-02,4101,2706,318,203,4821,3608,15757
2018-03-03,4819,1600,336,312,5022,3328,15417
2018-03-04,4036,3511,914,639,4339,2386,15825
2018-03-05,4294,3421,734,790,3640,3571,16450
2018-03-06,4885,2974,1100,414,3196,3279,15848
2018-03-07,4591,2553,993,730,3511,3171,15549
2018-03-08,4662,2660,738,249,3327,3521,15157
2018-03-09,4736,2243,405,312,4623,2645,14964
2018-03-10,3485,3249,281,589,3756,2484,13844
2018-03-11,4734,2319,994,207,3977,2665,14896
2018-03-12,4360,2743,488,219,3721,3292,14823
2018-03-13,4456,2034,609,524,3191,3536,14350
2018-03-14,3902,1819,396,381,5475,2151,14124
2018-03-15,4796,3267,912,576,1658,2691,13900
2018-03-16,3754,1614,365,293,5347,2489,13862
2018-03-17,4703,1394,587,571,4543,2084,13882
2018-03-18,3839,1751,507,667,4376,3253,14393
2018-03-19,4219,2761,806,202,4147,2606,14741
2018-03-20,4523,2447,472,667,3626,2239,13974
2018-03-21,4191,2118,708,515,3322,3017,13871
2018-03-22,4747,2024,371,658,2931,3115,13846
2018-03-23,4171,2399,799,388,3418,2706,13881
2018-03-24,3467,3138,863,554,2787,2805,13614
2018-03-25,3637,2067,278,191,5259,2317,13749
2018-03-26,4295,3072,732,239,2615,2880,13833
2018-03-27,3586,2627,396,201,3962,2386,13158
2018-03-28,4275,2319,419,372,3190,2545,13120
2018-03-29,4461,2841,771,330,2166,2450,13019
2018-03-30,3851,1681,563,200,3460,3134,12889
2018-03-31,4157,1317,451,479,3868,2737,13009
2018-04-01,4603,1593,360,374,4295,2067,13292
2018-04-02,4217,1949,425,635,4170,2431,13827
2018-04-03,3855,3248,765,609,2021,3089,13587
2018-04-04,4508,1573,889,416,3786,2423,13595
2018-04-05,4188,2531,393,326,3427,2591,13456
2018-04-06,4062,2261,717,210,4012,2057,13319
2018-04-07,3433,2117,402,483,4842,2014,13291
2018-04-08,4823,1433,854,283,2986,3452,13831
2018-04-09,3772,1822,567,421,4118,3391,14091
2018-04-10,3588,3023,737,219,3111,2936,13614
2018-04-11,4235,2732,639,410,2610,2875,13501
2018-04-12,3866,2510,617,129,2902,1885,11909
2018-04-13,3254,2477,496,304,3670,2431,12632
2018-04-14,3402,2770,443,186,2675,3034,12510
2018-04-15,4625,2196,522,264,3429,2203,13239
2018-04-16,3812,1752,670,664,4351,2411,13660
2018-04-17,3592,1567,728,271,4518,2455,13131
2018-04-18,3995,2876,814,514,2897,2261,13357
2018-04-19,4248,2615,887,556,2594,2434,13334
2018-04-20,4585,2186,713,304,2482,3108,13378
2018-04-21,4305,2892,639,600,1920,2457,12813
2018-04-22,3753,1690,364,464,4283,2473,13027
2018-04-23,4465,1678,273,668,3373,3081,13538
2018-04-24,4259,3402,323,225,2382,3114,13705
2018-04-25,3977,1532,626,321,4475,2974,13905
2018-04-26,3416,1852,583,517,4517,2599,13484
2018-04-27,4559,2873,386,503,2574,2353,13248
2018-04-28,3818,1607,855,513,2931,3238,12962
2018-04-29,3884,2715,865,631,2892,2165,13152
2018-04-30,4386,1934,682,603,2565,2855,13025
2018-05-01,3987,2443,823,208,3180,2901,13542
2018-05-02,4232,2110,284,274,4818,2144,13862
2018-05-03,4306,1646,388,422,4299,2545,13606
2018-05-04,4136,2945,699,445,3241,2092,13558
2018-05-05,3392,2610,694,573,3744,2375,13388
2018-05-06,3742,1562,320,382,4796,2687,13489
2018-05-07,3566,2997,409,465,3252,2917,13606
2018-05-08,3443,2430,477,489,3179,3109,13127
2018-05-09,3991,2499,327,265,2422,3115,12619
2018-05-10,3255,1416,308,131,4990,2616,12716
2018-05-11,4196,1373,539,415,3305,2809,12637
2018-05-12,3901,1507,319,534,3919,2302,12482
2018-05-13,4289,2867,452,215,2423,2826,13072
2018-05-14,3957,3191,918,377,2414,2339,13196
2018-05-15,3236,2156,290,301,3762,3142,12887
2018-05-16,4097,1572,785,140,4064,2289,12947
2018-05-17,3953,1486,368,567,3462,3013,12849
2018-05-18,3521,2160,565,155,3529,2716,12646
2018-05-19,3621,2049,853,292,3198,2475,12488
2018-05-20,4333,2425,870,268,1923,3066,12885
2018-05-21,3947,2061,329,610,3936,2208,13091
2018-05-22,3702,1581,809,333,3909,2412,12746
2018-05-23,3682,2155,445,543,2823,3181,12829
2018-05-24,3383,1748,639,269,4184,2345,12568
2018-05-25,4310,1382,291,452,4010,2074,12519
2018-05-26,3356,2518,340,178,3910,2168,12470
2018-05-27,4039,2476,714,387,2567,3222,13405
2018-05-28,4203,1757,610,423,3839,2622,13454
2018-05-29,3894,2523,303,396,3712,1999,12827
2018-05-30,4405,2853,736,198,2730,2229,13151
2018-05-31,4338,2017,786,241,2367,3089,12838
2018-06-01,3300,2214,791,253,3370,2983,12911
2018-06-02,3926,2890,358,171,3437,1999,12781
2018-06-03,3800,3297,764,530,1944,3039,13374
2018-06-04,4423,1885,451,267,3738,2918,13682
2018-06-05,4537,1839,656,235,3231,2805,13303
2018-06-06,3180,2830,485,543,2834,2791,12663
2018-06-07,3655,1433,713,166,3186,2813,11966
2018-06-08,3245,1228,724,425,3980,2622,12224
2018-06-09,3102,2387,745,486,3523,2008,12251
2018-06-10,4151,2810,864,480,2111,2579,12995
2018-06-11,3363,2692,568,246,3930,2356,13155
2018-06-12,4003,3000,739,258,2440,2272,12712
2018-06-13,3298,1618,583,624,4392,2302,12817
2018-06-14,4090,2552,606,237,1729,2718,11932
2018-06-15,4285,2620,835,461,1321,2817,12339
2018-06-16,3997,3123,861,328,1982,2233,12524
2018-06-17,3494,1701,506,477,4796,2029,13003
2018-06-18,3566,1507,811,194,3864,3221,13163
2018-06-19,4343,3002,582,620,1779,2690,13016
2018-06-20,3473,1678,520,458,4532,2007,12668
2018-06-21,3291,2860,449,469,3103,2461,12633
2018-06-22,3179,2114,287,436,4610,2030,12656
2018-06-23,3416,1465,712,412,4644,1912,12561
2018-06-24,4215,3085,515,529,2995,2013,13352
2018-06-25,4357,1388,530,392,3959,3119,13745
2018-06-26,3557,1988,361,590,3772,2882,13150
2018-06-27,4661,3160,516,275,2330,2422,13364
2018-06-28,3456,2942,585,156,3319,2673,13131
2018-06-29,4437,2752,437,511,2046,2820,13003
2018-06-30,3622,3093,869,552,2700,2048,12884
2018-07-01,3838,1379,720,251,3869,3048,13105
2018-07-02,3369,2148,327,467,4618,2303,13232
2018-07-03,3930,2865,788,386,2170,2596,12735
2018-07-04,4176,2135,579,488,2271,2854,12503
2018-07-05,3879,3016,474,616,2384,2142,12511
2018-07-06,3594,1915,247,450,3157,2962,12325
2018-07-07,3614,2574,449,384,2742,2637,12400
2018-07-08,4241,1470,787,473,3772,2113,12856
2018-07-09,4211,1468,710,438,3729,2424,12980
2018-07-10,3605,2674,837,610,2250,2666,12642
2018-07-11,4136,2106,438,640,3412,2130,12862
2018-07-12,4441,1849,351,261,3417,2374,12693
2018-07-13,4184,2853,553,403,1926,2743,12662
2018-07-14,4140,1459,660,295,3474,2808,12836
2018-07-15,3746,3245,759,133,2459,2758,13100
2018-07-16,3514,2114,453,207,4861,2437,13586
2018-07-17,4225,2205,294,388,3767,2168,13047
2018-07-18,4347,2596,700,203,2317,2766,12929
2018-07-19,3287,1890,576,247,3360,2674,12034
2018-07-20,3938,1333,545,217,3157,2974,12164
2018-07-21,3155,2164,556,510,3048,2789,12222
2018-07-22,4136,1576,406,629,3614,2262,12623
2018-07-23,3687,2518,303,175,4018,2049,12750
2018-07-24,3419,2894,723,497,2247,2743,12523
2018-07-25,3847,1800,422,465,3695,2187,12416
2018-07-26,3670,1603,301,523,4347,2006,12450
2018-07-27,3183,1918,777,197,3265,2997,12337
2018-07-28,3572,3117,730,241,2939,1888,12487
2018-07-29,3293,1299,498,212,5252,1927,12481
2018-07-30,4108,1338,537,286,3380,2828,12477
2018-07-31,3504,1490,487,467,4075,2457,12480
2018-08-01,3243,1814,694,527,4056,1868,12202
2018-08-02,3501,1426,604,130,3790,2592,12043
2018-08-03,3221,1718,269,457,4230,2123,12018
2018-08-04,3685,1358,369,152,3829,2476,11869
2018-08-05,4148,1483,678,498,2860,2394,12061
2018-08-06,4232,1879,741,125,2459,2779,12215
2018-08-07,3211,1256,682,473,3563,2686,11871
2018-08-08,3786,1749,640,314,2988,2371,11848
2018-08-09,3814,2620,724,136,1933,2500,11727
2018-08-10,3759,1184,553,184,2813,2791,11284
2018-08-11,3662,2526,440,203,2197,1977,11005
2018-08-12,3108,1653,619,548,3906,1866,11700
2018-08-13,3007,1977,267,418,3946,2324,11939
2018-08-14,3867,1956,666,486,1866,2788,11629
2018-08-15,3331,1634,360,533,3165,2266,11289
2018-08-16,3120,1282,586,301,4204,1838,11331
2018-08-17,3786,2347,571,284,1633,2470,11091
2018-08-18,3529,1694,613,336,2536,2277,10985
2018-08-19,3553,2254,745,445,2306,1886,11189
2018-08-20,3819,2327,609,237,1911,2565,11468
2018-08-21,3324,1271,693,178,3385,2105,10956
2018-08-22,3818,2722,687,202,923,2582,10934
2018-08-23,3518,2435,464,513,1468,2389,10787
2018-08-24,2785,2608,278,125,2534,2449,10779
2018-08-25,3471,1571,558,299,2641,2204,10744
2018-08-26,3283,2699,360,384,2190,2000,10916
2018-08-27,3656,1873,249,343,2920,1956,10997
2018-08-28,2937,2450,518,449,2205,2009,10568
2018-08-29,3054,1525,651,480,2439,2451,10600
2018-08-30,3609,1546,225,234,3281,1674,10569
2018-08-31,2592,1232,624,110,3407,1729,9694
2018-09-01,3285,1559,326,225,2876,1933,10204
2018-09-02,3367,1954,567,444,2669,1610,10611
2018-09-03,3700,2520,466,409,2002,1654,10751
2018-09-04,3353,1741,483,339,2616,1848,10380
2018-09-05,2767,2504,595,426,2165,1842,10299
2018-09-06,3385,2404,285,217,2253,1656,10200
2018-09-07,2877,2059,319,322,2301,2418,10296
2018-09-08,3267,2089,484,135,1951,2279,10205
2018-09-09,3000,2366,323,337,2488,1830,10344
2018-09-10,3251,2105,329,474,2671,1707,10537
2018-09-11,3510,1740,209,316,2430,1993,10198
2018-09-12,3483,1138,206,283,2943,1986,10039
2018-09-13,2720,1816,278,132,3284,1927,10157
2018-09-14,3433,1974,475,105,2349,1592,9928
2018-09-15,2884,2092,624,407,1860,1919,9786
2018-09-16,3229,1862,413,175,2356,1955,9990
2018-09-17,3505,1796,398,374,2187,1757,10017
2018-09-18,2711,1723,432,145,2583,2367,9961
2018-09-19,2817,1378,485,298,2400,2344,9722
2018-09-20,3189,1637,425,174,2274,1938,9637
2018-09-21,2550,1689,360,215,2225,2172,9211
2018-09-22,3206,1947,568,102,2312,1510,9645
2018-09-23,3231,2153,572,106,2315,1548,9925
2018-09-24,3189,2078,703,283,1570,2240,10063
2018-09-25,2767,1850,428,351,2489,2253,10138
2018-09-26,3012,2332,649,182,1933,1743,9851
2018-09-27,2482,1327,595,400,3103,1729,9636
2018-09-28,2876,960,665,119,2608,2334,9562
2018-09-29,3290,1364,263,182,2931,1543,9573
2018-09-30,3152,1169,220,115,3449,1587,9692
2018-10-01,3076,1208,220,399,2871,2041,9815
2018-10-02,2877,1228,393,305,2587,2250,9640
2018-10-03,3388,1009,596,429,2798,1472,9692
2018-10-04,2437,1073,566,252,2959,2255,9542
2018-10-05,2558,1321,385,263,3199,1710,9436
2018-10-06,2618,2026,535,429,2173,1572,9353
2018-10-07,3224,1814,532,358,1915,1550,9393
2018-10-08,3007,1203,544,108,2449,2198,9509
2018-10-09,2708,1141,573,283,2878,1934,9517
2018-10-10,2722,1105,422,195,2918,2186,9548
2018-10-11,2831,2146,490,367,1326,2210,9370
2018-10-12,3211,1797,351,283,2016,1608,9266
2018-10-13,2547,2217,626,459,1850,1530,9229
2018-10-14,2399,1962,553,266,2687,1426,9293
2018-10-15,3232,2345,420,268,1860,1531,9656
2018-10-16,3004,1628,569,98,2312,1745,9356
2018-10-17,2811,1033,507,396,2856,1509,9112
2018-10-18,2857,1138,524,176,2477,1497,8669
2018-10-19,2469,1211,562,446,2619,1618,8925
2018-10-20,2717,1016,244,191,3136,1436,8740
2018-10-21,3050,2145,432,389,914,1877,8807
2018-10-22,3082,2069,217,125,1480,2020,8993
2018-10-23,2719,1411,345,425,1964,1929,8793
2018-10-24,2473,1034,269,305,2814,1823,8718
2018-10-25,2615,1708,210,324,2426,1412,8695
2018-10-26,2711,1221,235,250,2664,1437,8518
2018-10-27,2761,1067,339,134,2672,1239,8212
2018-10-28,2640,1884,548,271,982,1935,8260
2018-10-29,2692,1226,487,332,2384,1327,8448
2018-10-30,2368,1214,407,320,2539,1406,8254
2018-10-31,2824,1611,511,325,1584,1249,8104
2018-11-01,2113,1646,227,86,2088,1847,8007
2018-11-02,2286,1160,327,274,2246,1596,7889
2018-11-03,2493,1025,542,108,2531,1219,7918
2018-11-04,1973,1590,295,138,1920,1948,7864
2018-11-05,2090,1359,422,137,2505,1520,8033
2018-11-06,1975,910,517,365,2656,1418,7841
2018-11-07,2282,1937,185,113,1751,1574,7842
2018-11-08,2289,1951,275,332,1771,1213,7831
2018-11-09,2435,1865,351,159,1305,1533,7648
2018-11-10,2370,1842,279,178,1138,1771,7578
2018-11-11,2468,1787,495,236,1163,1467,7616
2018-11-12,2270,1389,509,174,2037,1298,7677
2018-11-13,2400,1775,366,200,1497,1303,7541
2018-11-14,2375,1875,488,322,855,1617,7532
2018-11-15,2554,1270,351,240,1189,1852,7456
2018-11-16,1904,1779,271,244,1358,1807,7363
2018-11-17,1979,1672,283,150,2093,1167,7344
2018-11-18,2459,833,403,169,1664,1788,7316
2018-11-19,1972,955,467,273,2154,1624,7445
2018-11-20,2299,851,463,144,2210,1153,7120
2018-11-21,1927,1192,164,108,2037,1391,6819
2018-11-22,2005,1210,465,342,1650,1397,7069
2018-11-23,2332,895,317,170,2075,1209,6998
2018-11-24,2309,1083,149,201,2097,1075,6914
2018-11-25,2145,1224,197,207,1963,1117,6853
2018-11-26,2031,1343,237,288,1783,1397,7079
2018-11-27,2219,858,449,208,2004,1223,6961
2018-11-28,1877,1236,162,300,1583,1634,6792
2018-11-29,1856,876,158,254,1985,1592,6721
2018-11-30,2224,1062,169,96,1661,1376,6588
2018-12-01,2020,1489,133,276,1210,1385,6513
2018-12-02,1870,964,445,96,1692,1340,6407
2018-12-03,2203,1014,180,190,1493,1457,6537
2018-12-04,1612,890,357,242,2121,1186,6408
2018-12-05,2180,1053,165,145,1622,1251,6416
2018-12-06,2133,845,374,302,1603,1131,6388
2018-12-07,2205,1511,427,181,618,1408,6350
2018-12-08,2028,858,317,73,1449,1519,6244
2018-12-09,2026,1153,327,233,1335,1044,6118
2018-12-10,2136,1481,321,172,953,1120,6183
2018-12-11,2092,1456,144,199,785,1547,6223
2018-12-12,1927,1360,315,100,1483,1003,6188
2018-12-13,1762,1407,288,94,1292,1368,6211
2018-12-14,1940,1339,148,127,1556,939,6049
2018-12-15,1750,1342,391,145,1510,913,6051
2018-12-16,1501,1184,157,283,1515,1276,5916
2018-12-17,2069,1383,295,163,656,1477,6043
2018-12-18,1980,708,208,184,1862,1044,5986
2018-12-19,2001,676,192,196,1623,1229,5917
2018-12-20,1767,1283,289,268,942,1397,5946
2018-12-21,1643,664,298,147,1837,1292,5881
2018-12-22,1502,642,146,285,1977,1243,5795
2018-12-23,1651,1405,325,217,848,1380,5826
2018-12-24,1802,1430,248,203,699,1423,5805
2018-12-25,1993,1214,189,70,1092,1208,5766
2018-12-26,2002,632,278,229,1703,923,5767
2018-12-27,1767,901,332,121,1547,1084,5752
2018-12-28,1638,977,123,167,1699,1054,5658
2018-12-29,1760,1402,350,217,681,1207,5617
2018-12-30,1837,630,132,104,1644,1262,5609
2018-12-31,1729,756,274,216,1812,922,5709
2019-01-01,1501,1253,184,249,1390,1148,5725
2019-01-02,1718,739,197,185,1688,1040,5567
2019-01-03,1587,796,211,241,1589,1181,5605
2019-01-04,1760,653,131,194,1878,852,5468
2019-01-05,1418,546,287,129,2089,972,5441
2019-01-06,1817,1168,301,169,628,1344,5427
2019-01-07,1633,1124,267,110,1282,1022,5438
2019-01-08,1765,1199,178,236,1051,992,5421
2019-01-09,1606,851,295,183,1664,820,5419
2019-01-10,1870,1249,356,216,705,1050,5446
2019-01-11,1794,618,230,126,1292,1266,5326
2019-01-12,1489,809,269,213,1688,1008,5476
2019-01-13,1646,771,334,183,1765,999,5698
2019-01-14,1489,1198,204,251,1401,1270,5813
2019-01-15,1756,574,320,170,1402,1349,5571
2019-01-16,1706,627,157,120,1753,1210,5573
2019-01-17,1692,665,117,275,1789,1177,5715
2019-01-18,1479,909,137,280,1851,998,5654
2019-01-19,1485,1024,165,67,1733,1264,5738
2019-01-20,1717,1303,199,180,1284,1133,5816
2019-01-21,1710,734,211,167,1648,1401,5871
2019-01-22,1430,1002,127,262,1483,1384,5688
2019-01-23,1780,1112,325,170,1150,1160,5697
2019-01-24,1798,1101,215,113,1362,1153,5742
2019-01-25,1656,920,166,280,1396,1244,5662
2019-01-26,1941,1077,270,252,1221,925,5686
2019-01-27,1467,590,326,225,1949,1209,5766
2019-01-28,1732,953,209,185,1510,1242,5831
2019-01-29,1833,732,331,144,1631,965,5636
2019-01-30,1482,1064,292,110,1447,1233,5628
2019-01-31,1773,812,225,136,1786,878,5610
2019-02-01,1486,605,336,238,1808,1016,5489
2019-02-02,1399,1294,295,205,1084,1245,5522
2019-02-03,1682,935,320,200,1475,1048,5660
2019-02-04,1585,1049,125,61,1647,1346,5813
2019-02-05,1787,1344,265,83,1120,1054,5653
2019-02-06,1523,936,204,220,1316,1371,5570
2019-02-07,1388,756,320,117,1726,1243,5550
2019-02-08,1532,817,129,252,1501,1327,5558
2019-02-09,1403,1331,289,82,1072,1363,5540
2019-02-10,1470,1038,329,219,1215,1403,5674
2019-02-11,1771,873,153,81,2007,921,5806
2019-02-12,1884,1378,375,190,340,1354,5521
2019-02-13,1463,1152,335,144,1158,1232,5484
2019-02-14,1667,1093,313,140,1346,991,5550
2019-02-15,1668,692,265,74,1846,900,5445
2019-02-16,1639,630,158,227,1947,928,5529
2019-02-17,1829,1352,165,105,1277,922,5650
2019-02-18,1960,1372,310,252,872,1071,5837
2019-02-19,1718,1122,241,246,1119,1062,5508
2019-02-20,1584,1094,285,242,1170,1177,5552
2019-02-21,1762,1189,271,245,728,1314,5509
2019-02-22,1603,569,211,254,1867,933,5437
2019-02-23,1809,1132,169,191,1165,992,5458
2019-02-24,1425,810,277,214,1812,1045,5583
2019-02-25,1590,1291,213,57,1325,1203,5679
2019-02-26,1541,838,122,66,1541,1330,5438
2019-02-27,1905,873,286,225,1318,857,5464
2019-02-28,1479,1101,333,133,1548,881,5475
2019-03-01,1867,1331,353,214,746,914,5425
2019-03-02,1565,1339,171,79,1446,840,5440
2019-03-03,1915,701,222,166,1436,1138,5578
2019-03-04,1774,1078,157,252,1109,1271,5641
2019-03-05,1748,1236,243,201,599,1319,5346
2019-03-06,1410,534,294,118,1686,1275,5317
2019-03-07,1614,892,293,67,1246,1189,5301
2019-03-08,1567,808,200,62,1821,837,5295
2019-03-09,1533,1114,143,164,1306,1055,5315
2019-03-10,1860,715,304,187,1019,1344,5429
2019-03-11,1727,1175,273,222,927,1200,5524
2019-03-12,1315,1133,354,137,1434,852,5225
2019-03-13,1475,1058,290,171,1159,1026,5179
2019-03-14,1675,1289,300,109,880,955,5208
2019-03-15,1504,1267,204,131,827,1225,5158
2019-03-16,1538,1196,213,204,646,1101,4898
2019-03-17,1606,930,134,178,1593,813,5254
2019-03-18,1735,939,369,256,827,1257,5383
2019-03-19,1731,719,243,173,1203,1116,5185
2019-03-20,1711,874,133,181,1486,811,5196
2019-03-21,1645,604,355,254,1511,876,5245
2019-03-22,1356,1106,155,251,1414,943,5225
2019-03-23,1513,1197,249,52,1047,1097,5155
2019-03-24,1737,1227,363,126,982,884,5319
2019-03-25,1783,1059,279,171,1254,907,5453
2019-03-26,1664,897,222,178,1272,961,5194
2019-03-27,1323,717,258,167,1965,798,5228
2019-03-28,1533,610,355,180,1660,794,5132
2019-03-29,1277,1273,317,226,832,1175,5100
2019-03-30,1363,1205,251,208,1053,989,5069
2019-03-31,1780,871,131,88,1100,1277,5247
2019-04-01,1643,778,228,88,1247,1298,5282
2019-04-02,1469,583,336,151,1380,1101,5020
2019-04-03,1698,738,350,179,882,1213,5060
2019-04-04,1691,1109,299,137,709,1028,4973
2019-04-05,1706,512,335,157,1036,1222,4968
2019-04-06,1488,1120,308,140,1001,844,4901
2019-04-07,1667,978,336,220,1145,786,5132
2019-04-08,1335,1023,145,205,1395,1199,5302
2019-04-09,1260,862,308,233,1365,934,4962
2019-04-10,1495,717,317,206,1509,961,5205
2019-04-11,1419,661,356,243,1433,1234,5346
2019-04-12,1736,1248,313,195,531,1316,5339
2019-04-13,1467,852,316,73,1483,1120,5311
2019-04-14,1587,1001,297,135,1262,1129,5411
2019-04-15,1796,1240,195,89,845,1271,5436
2019-04-16,1317,1058,145,130,1409,1084,5143
2019-04-17,1525,1263,276,239,1005,907,5215
2019-04-18,1412,1257,125,241,1064,1084,5183
2019-04-19,1375,559,187,94,1819,1174,5208
2019-04-20,1474,678,269,112,1702,1013,5248
2019-04-21,1497,1260,154,204,970,1221,5306
2019-04-22,1457,956,308,223,1390,1153,5487
2019-04-23,1395,1088,312,222,1459,1005,5481
2019-04-24,1410,936,371,238,1277,1313,5545
2019-04-25,1918,746,278,131,1523,1164,5760
2019-04-26,1412,1058,312,139,1353,1292,5566
2019-04-27,1476,609,204,122,2166,913,5490
2019-04-28,1775,1125,267,104,819,1341,5431
2019-04-29,1826,1045,371,179,973,1085,5479
2019-04-30,1596,772,247,110,1783,886,5394
2019-05-01,1837,727,293,124,1648,881,5510
2019-05-02,1547,1124,272,149,1335,1022,5449
2019-05-03,1641,1084,278,69,1024,1346,5442
2019-05-04,1506,1074,246,120,1488,917,5351
2019-05-05,1820,783,382,169,1351,971,5476
2019-05-06,1382,657,202,98,2034,1128,5501
2019-05-07,1579,1044,179,260,1182,1050,5294
2019-05-08,1695,1111,260,190,968,1021,5245
2019-05-09,1543,764,169,89,1822,895,5282
2019-05-10,1604,1001,227,117,1439,809,5197
2019-05-11,1599,547,267,196,1806,840,5255
